,batch_id,temp_c,pressure_bar,inject_time_s,mold_temp_c
0,ST055,219.7352456048663,21.706590422508974,1.787166506291327,52.594846758614324
1,HT006,225.06770858929957,21.95546769059499,2.2418714720966184,53.42678895362278
2,ST053,220.20286797042323,22.622379319665814,1.8890822480760678,53.4596397261703
3,ST059,219.8104490991202,21.940757882843055,1.7410430397302523,51.21185542079062
4,HP020,211.92466157024515,22.923129142947253,1.5310485289912825,50.31804082736563
5,HT037,226.5788603630131,23.43053359536138,1.9051126683136197,55.07683584187039
6,HT038,226.93551399376219,21.694954976953312,2.261074778636241,55.979644274263855
7,HP018,216.65024811529582,24.862987984408882,1.508579511741291,50.53450047687234
8,HP009,219.50310318338884,24.788189140906272,1.6614853163479806,47.6842692966041
9,ST047,220.76624370351502,22.770688462659535,1.8164090781209674,53.024243408008296
10,HT034,226.19028828351085,22.15484455876726,1.9062870031357793,54.42568420169208
11,ST006,220.0041311458119,21.8440572555917,1.993756217326059,49.21929119273844
12,HP008,216.45103021223508,24.809465084545334,1.5496593155942562,49.706152890467315
13,HT023,223.5863983308542,21.205875771804802,2.037758127186402,54.38279152272524
14,HT039,222.23704181599697,21.618987666224346,2.2199768605759926,58.08496630053791
15,HP017,217.1831132422608,25.070913959581144,1.7918802272195602,47.66210620887489
16,ST050,218.9507907611983,22.016749282845595,1.8025349702281912,53.077835140269755
17,HP030,217.1696781190926,24.787232275141537,1.6685213983713076,49.39548283075453
18,HP006,214.43980817977,24.11630942787824,1.7790914952367745,51.30297182335904
19,HT003,231.18840433666472,21.115614149960155,2.113706120028992,54.02764554986861
20,ST029,222.0987930986865,22.811831853357262,1.8662670504623897,51.33453425417944
21,HP026,217.221571417395,25.009115892054993,1.5728388202197643,49.55092789832403
22,ST041,221.68146648428709,21.8542040033657,1.7884811421872513,52.26743536240894
23,HP015,217.71089789085224,24.9206689246344,1.5084714379568753,48.45978718811324
24,HT018,225.50996022821408,22.004212799983268,2.033818879672359,57.34092305068834
25,ST052,220.4746036932744,22.31992334090796,1.9230769238582701,51.22129404827766
26,ST014,219.47728716961672,22.775295808293503,1.925166646837192,50.788903477706256
27,HT011,227.58262565817103,22.24607222958741,2.2109604115984687,56.171569685368425
28,ST037,217.59156030880052,23.103978794650505,1.7132454823781569,51.11141261081537
29,ST048,224.4951901056154,22.262737593481674,1.9699564363943145,50.889556537890456
30,ST023,219.22572011342723,22.366201045719205,1.8362975497690432,49.837684425042305
31,ST033,216.69784882118833,22.195103125357424,1.8767372419654922,52.889692227714846
32,ST027,219.18954428914464,22.080115505068868,1.8671940632505064,52.45017085859619
33,HP016,219.86761660146,24.380248483054167,1.7484014302629085,50.89675917981568
34,HT032,231.48250032499126,21.4016886069646,2.5473277995726824,56.575597583281464
35,HP013,216.1738911482446,25.909175740319217,1.5753852581042809,50.86026625218657
36,ST016,217.0935171750184,22.114906813192974,1.6801088839925709,55.09569332659427
37,ST021,223.30139938237295,22.461882281481245,1.814673616465175,49.47490473454287
38,HP023,218.6485901484602,24.535207397202374,1.6223786226066463,47.692475271847655
39,HT025,231.6509294323031,22.466374846559194,2.081440136031889,48.834990468564676
40,ST046,216.39380268304052,21.9722110917926,2.0334748582790896,52.03416695112878
41,HT026,228.1564409158667,21.925866488029392,2.1615356300876605,51.963999012077124
42,ST042,219.6400271974953,22.34974813989503,1.9494156197339174,54.61051944308924
43,ST044,218.49432560715707,21.622751337199624,1.7203271629172086,51.65912102536555
44,HP025,215.54663115213373,24.21541466547612,1.5982690612750632,52.87933837387458
45,ST013,221.0105987483935,22.24345934859789,1.8374833197634826,53.62361013958482
46,HT021,231.11160443241957,22.164874924063863,2.5173943889461583,56.85260359588593
47,ST012,219.65690347760855,22.08694590556985,1.8565261325896332,50.87640139608171
48,ST004,220.81503256599302,22.87981491869867,1.9156747572714703,53.828978325952946
49,HP001,217.8679968253589,24.16971714217739,1.650567971946462,48.89289462043601
50,ST019,220.54891984751993,22.122857815860087,1.665762628174585,53.408277653438006
51,ST051,223.82403772466387,22.084806453391685,1.8019503703805382,51.809636276483964
52,HP002,219.73290775154877,25.147357740511488,1.6085837897700128,51.37645298908004
53,ST003,220.06564032735716,22.160155747242055,1.9764535399374927,52.451020622534365
54,HT020,229.57092009075947,21.698744692528347,2.2296533192167223,56.07947698388409
55,ST018,220.24776181057408,22.494010633750943,1.7396175340053166,52.954619288468976
56,ST030,219.16705136295997,22.467767277363865,1.7156677244545029,51.74172507016606
57,HT028,228.7729021317324,22.69646365846466,2.3657966143503524,54.6494759674061
58,ST038,222.92395125442704,22.54761573170153,1.991047024066538,52.05875297459138
59,HP024,216.38025156023068,24.165680531368974,1.7693920451331846,46.685800166189
60,ST031,218.51489294959086,22.419498047911333,1.901738673397153,50.2942948177522
61,ST060,222.38617184468802,22.899030895739457,1.9798244421949254,52.4264633999982
62,ST034,221.07085871265218,22.169734615405172,1.983675293173549,51.55025791903732
63,HT007,231.22050889689598,22.23588887956339,2.003785054464207,55.15899344113999
64,HT029,226.74189503944726,21.375143214899794,2.498934191395062,55.80711974611107
65,ST028,215.42336979605656,22.71875407709067,1.8011847899180566,53.216152428681276
66,HP005,218.30560216492404,24.8878712085067,1.7369978367845358,47.431085431465114
67,HT027,226.70989374964495,21.964772437371774,2.3131201468161966,54.860812986486536
68,HT015,228.15086461967127,21.78986683909632,2.298377663498819,54.96634090938988
